"age" "female" "hisp" "education" "earnings" "hours" "week" "union" "uncov" "region" "race" "marital"
"6157" 40 0 1 10 32000 40 52 0 0 4 1 1
"6158" 48 0 0 12 70000 60 52 0 0 1 1 1
"6159" 26 0 0 12 29000 40 52 0 0 4 1 7
"6160" 38 0 0 11 53000 56 52 0 0 3 1 5
"6161" 24 0 0 12 60000 40 52 0 0 4 1 7
"6162" 37 0 1 20 170000 40 52 0 0 1 1 1
"6163" 37 0 0 18 96000 40 52 0 0 3 1 1
"6164" 41 0 0 14 30000 40 52 0 0 1 1 1
"6165" 47 0 0 13 49000 36 52 1 0 2 1 1
"6166" 41 0 0 20 105000 45 52 0 0 2 1 1
"6167" 59 0 0 12 45290 40 52 0 0 1 1 1
"6168" 41 0 0 13 134000 52 52 0 0 1 1 1
"6169" 37 0 0 12 25000 40 52 0 0 3 1 3
"6170" 46 0 0 14 79000 45 52 0 0 1 1 5
"6171" 48 0 0 13 125000 40 52 0 0 3 1 1
"6172" 50 0 0 16 75000 40 52 0 0 1 1 4
"6173" 25 0 0 18 41000 55 52 0 0 4 1 7
"6174" 53 0 0 13 168000 50 52 0 0 4 1 1
"6175" 29 0 0 18 43000 40 52 0 0 3 1 1
"6176" 44 0 0 18 32000 40 52 0 0 2 1 1
"6177" 53 0 0 16 5000 40 52 0 0 2 1 1
"6178" 60 0 0 18 1e+05 40 52 0 0 1 1 1
"6179" 28 0 0 13 45002 40 52 0 0 4 1 1
"6180" 55 0 1 13 22000 40 52 0 0 2 1 1
"6181" 19 0 1 13 25000 40 52 0 0 4 1 7
"6182" 70 0 0 13 75000 40 52 0 0 4 1 1
"6183" 51 0 0 10 35000 40 52 0 0 4 1 1
"6184" 51 0 0 18 96000 50 52 0 0 1 1 7
"6185" 39 0 1 12 32000 60 52 0 0 1 1 1
"6186" 60 0 0 16 1e+05 50 52 0 0 1 1 1
"6187" 58 0 0 16 30000 40 52 0 0 2 1 1
"6188" 38 0 0 16 193000 60 52 0 0 3 1 1
"6189" 46 0 0 16 75002 40 52 0 0 2 1 1
"6190" 58 0 1 18 2e+05 40 52 0 0 1 1 1
"6191" 46 0 0 12 62000 40 52 0 0 4 1 6
"6192" 36 0 0 12 25000 99 52 0 0 2 1 1
"6193" 48 0 0 18 60000 40 52 0 0 4 1 5
"6194" 46 0 0 13 33200 40 52 0 0 2 1 1
"6195" 32 0 0 16 70000 38 52 0 0 3 1 1
"6196" 61 0 0 13 60000 40 52 0 0 4 1 1
"6197" 22 0 0 12 38000 50 52 0 0 2 1 1
"6198" 41 0 0 12 30000 40 52 0 0 1 1 1
"6199" 60 0 0 16 39700 47 52 0 0 4 1 1
"6200" 45 0 0 16 41000 40 52 0 0 2 1 1
"6201" 27 0 0 12 28000 40 52 0 0 3 1 1
"6202" 31 0 0 16 30000 52 52 0 0 1 1 7
"6203" 38 0 1 16 1e+05 40 52 0 0 4 1 1
"6204" 36 0 0 16 75000 40 52 0 0 3 1 6
"6205" 54 0 0 16 107000 45 52 0 0 4 1 1
"6206" 40 0 0 12 45000 40 52 0 0 4 1 1
"6207" 25 0 0 12 30000 40 52 0 0 3 1 7
"6208" 39 0 0 11 4000 60 50 0 0 1 1 5
"6209" 36 0 0 11 30000 40 52 0 0 3 1 1
"6210" 43 0 0 16 45000 40 52 0 0 1 1 1
"6211" 45 0 0 18 94696 40 52 0 0 4 1 1
"6212" 35 0 0 16 50000 40 52 0 0 2 1 1
"6213" 55 0 0 16 105000 45 52 0 0 1 1 1
"6214" 55 0 0 13 13000 40 52 0 0 2 1 1
"6215" 36 0 0 16 46800 40 52 0 0 4 1 1
"6216" 34 0 1 9 28000 40 52 0 0 4 1 1
"6217" 33 0 0 13 32000 45 52 0 0 3 1 1
"6218" 53 0 0 12 34386 40 52 0 0 3 1 1
"6219" 28 0 0 13 52000 42 52 0 0 2 1 1
"6220" 60 0 0 16 26000 40 52 0 0 4 1 7
"6221" 37 0 0 16 80000 40 52 0 0 3 1 1
"6222" 48 0 0 13 29000 40 50 0 0 2 1 7
"6223" 32 0 0 18 75000 40 52 0 0 1 1 7
"6224" 44 0 0 16 97000 40 52 0 0 2 1 1
"6225" 46 0 1 12 30000 40 52 0 0 4 1 1
"6226" 36 0 1 16 10000 40 52 0 0 3 1 1
"6227" 19 0 0 11 16000 40 52 0 0 1 1 7
"6228" 41 0 0 16 55000 45 52 0 0 1 1 7
"6229" 46 0 0 12 1e+05 50 52 0 0 3 1 1
"6230" 36 0 0 16 45000 40 52 0 0 2 1 1
"6231" 50 0 0 12 38000 40 52 0 0 2 1 1
"6232" 60 0 0 12 36000 45 52 0 0 2 1 1
"6233" 52 0 0 16 103000 40 52 0 0 1 1 1
"6234" 52 0 0 12 50000 40 52 0 0 2 1 1
"6235" 59 0 0 20 1e+05 70 52 0 0 4 1 1
"6236" 46 0 0 12 47000 40 52 0 0 2 1 5
"6237" 54 0 0 12 40000 40 52 0 0 3 1 1
"6238" 48 0 1 12 55000 80 52 0 0 4 1 5
"6239" 36 0 0 12 52000 47 52 0 0 2 1 1
"6240" 54 0 1 6 47000 40 52 0 0 3 1 3
"6241" 31 0 0 13 30000 60 52 0 0 4 1 1
"6242" 51 0 0 12 56000 40 52 0 0 2 1 1
"6243" 30 0 0 13 86000 40 52 0 0 1 1 1
"6244" 52 0 0 12 35458 40 52 0 0 2 1 1
"6245" 44 0 1 16 1e+05 40 52 0 0 3 1 1
"6246" 49 0 0 20 180000 60 52 0 0 1 1 1
"6247" 31 0 0 11 40000 60 52 0 0 3 1 1
"6248" 28 0 0 16 15002 40 52 0 0 3 1 7
"6249" 33 0 0 13 28000 80 52 0 0 2 1 1
"6250" 37 0 0 12 25000 40 52 0 0 3 1 3
"6251" 52 0 0 13 31955 40 52 0 0 2 1 1
"6252" 23 0 0 12 30000 40 52 0 0 2 1 7
"6253" 57 0 0 13 52000 40 52 0 0 4 1 1
"6254" 53 0 0 13 45000 40 52 0 0 4 1 1
"6255" 22 0 0 12 25000 40 52 0 0 4 1 7
"6256" 54 0 1 12 37000 40 52 0 0 2 1 1
"6257" 37 0 0 12 73000 95 52 0 0 2 1 1
"6258" 47 0 0 16 75000 40 52 0 0 1 1 1
"6259" 24 0 0 14 24000 40 52 0 0 4 1 7
"6260" 35 0 0 12 63000 40 52 0 0 4 1 5
"6261" 58 0 0 13 95000 70 52 0 0 4 1 1
"6262" 46 0 0 12 68000 45 52 0 0 1 1 5
"6263" 42 0 1 14 25000 40 52 0 0 2 1 1
"6264" 53 0 0 18 75000 40 52 0 0 3 1 1
"6265" 46 0 0 16 389599 70 52 0 0 3 1 1
"6266" 52 0 0 12 46000 40 52 0 0 1 1 1
"6267" 38 0 0 16 58000 48 52 0 0 1 1 1
"6268" 38 0 0 16 28000 50 52 0 0 3 1 1
"6269" 41 0 0 16 90000 40 52 0 0 2 1 1
"6270" 22 0 0 14 47000 60 52 0 0 3 1 1
"6271" 44 0 0 12 50000 40 52 0 0 3 1 1
"6272" 54 0 0 14 50000 40 52 0 0 2 1 1
"6273" 47 0 0 13 49000 40 52 0 0 4 1 1
"6274" 27 0 0 11 30000 40 52 0 0 3 1 7
"6275" 26 0 0 20 22000 40 52 0 0 3 1 7
"6276" 33 0 0 18 30000 40 52 0 0 2 1 1
"6277" 59 0 0 13 42000 40 52 1 0 3 1 1
"6278" 43 0 0 13 35000 40 52 0 0 2 1 5
"6279" 22 0 0 12 58000 50 52 0 0 4 1 1
"6280" 47 0 0 13 45000 40 52 0 0 2 1 1
"6281" 36 0 0 16 68000 45 52 0 0 4 1 7
"6282" 26 0 0 16 46000 40 52 0 0 1 1 7
"6283" 40 0 1 14 60000 40 52 0 0 4 1 1
"6284" 32 0 0 16 85000 50 52 0 0 2 1 1
"6285" 39 0 0 12 65000 50 52 0 0 2 1 1
"6286" 18 0 0 12 10000 40 52 0 0 3 1 7
"6287" 30 0 0 12 24000 37 52 0 0 2 1 1
"6288" 21 0 0 14 15000 40 52 0 0 4 1 7
"6289" 57 0 0 13 35000 40 52 0 0 2 1 1
"6290" 41 0 0 12 51000 36 52 0 0 1 1 1
"6291" 28 0 0 14 29000 60 52 0 0 2 1 1
"6292" 48 0 0 16 90000 40 52 0 0 3 1 1
"6293" 43 0 0 14 82000 40 52 0 0 2 1 1
"6294" 35 0 0 16 45000 40 52 0 0 3 1 1
"6295" 58 0 0 14 72000 55 52 0 0 1 1 1
"6296" 46 0 0 14 105000 60 52 0 0 1 1 1
"6297" 38 0 0 16 56000 60 52 0 0 3 1 1
"6298" 58 0 0 11 39000 50 52 0 0 2 1 5
"6299" 54 0 0 14 40000 40 52 0 0 3 1 5
"6300" 49 0 0 13 60000 50 52 0 0 2 1 1
"6301" 42 0 0 8 22584 55 52 0 0 2 1 1
"6302" 37 0 1 12 19000 70 52 0 0 3 1 1
"6303" 60 0 0 20 75000 45 49 0 0 1 1 1
"6304" 60 0 0 14 50000 40 52 0 0 3 1 1
"6305" 48 0 0 14 67500 40 52 0 0 2 1 1
"6306" 39 0 0 16 32000 45 52 0 0 2 1 1
"6307" 55 0 0 20 117000 40 52 0 0 2 1 1
"6308" 51 0 0 11 42000 40 52 0 0 4 1 1
"6309" 24 0 0 16 34000 40 52 0 0 2 1 7
"6310" 34 0 0 16 389599 40 52 0 0 1 1 1
"6311" 45 0 0 16 112500 45 52 0 0 3 1 1
"6312" 30 0 1 16 75000 40 52 0 0 4 1 1
"6313" 38 0 1 13 70000 40 52 0 0 3 1 1
"6314" 42 0 0 18 52000 38 52 0 0 2 1 1
"6315" 54 0 0 12 30000 40 52 0 0 1 1 5
"6316" 39 0 0 16 77000 40 52 0 0 2 1 1
"6317" 57 0 0 16 65000 40 52 0 0 3 1 1
"6318" 72 0 0 13 60000 40 52 0 0 1 1 1
"6319" 32 0 1 4 12002 40 52 0 0 4 1 1
"6320" 51 0 0 12 65000 40 52 0 0 3 1 1
"6321" 51 0 0 12 43000 40 52 0 0 2 1 1
"6322" 52 0 0 13 130000 80 52 0 0 2 1 6
"6323" 45 0 0 13 1e+05 40 52 0 0 4 1 1
"6324" 37 0 0 11 23500 40 52 0 0 1 1 1
"6325" 28 0 0 20 48000 40 52 0 0 4 1 1
"6326" 55 0 0 16 101000 42 52 0 0 2 1 1
"6327" 35 0 0 12 62400 40 52 0 0 4 1 5
"6328" 39 0 0 12 50000 40 52 0 0 1 1 1
"6329" 52 0 0 16 50000 40 52 0 0 3 1 1
"6330" 33 0 0 13 75000 70 52 0 0 4 1 5
"6331" 38 0 0 10 25000 50 52 0 0 1 1 1
"6332" 67 0 0 11 24000 38 52 0 0 1 1 1
"6333" 58 0 0 8 151000 70 52 1 0 3 1 5
"6334" 51 0 0 12 74000 38 52 1 0 3 1 1
"6335" 27 0 0 16 35500 40 52 0 0 4 1 7
"6336" 50 0 0 12 51000 40 52 0 0 4 1 1
"6337" 40 0 0 14 60000 50 52 0 0 1 1 1
"6338" 55 0 0 12 135000 40 52 0 0 2 1 1
"6339" 44 0 0 12 50000 50 51 0 0 2 1 1
"6340" 28 0 0 14 60000 50 52 0 0 4 1 1
"6341" 58 0 0 18 84000 50 52 0 0 4 1 1
"6342" 27 0 0 13 30002 40 52 0 0 3 1 7
"6343" 29 0 0 12 48000 60 52 0 0 4 1 1
"6344" 39 0 1 13 73000 40 52 0 0 1 1 7
"6345" 37 0 1 11 40000 40 50 0 0 4 1 5
"6346" 26 0 0 13 34000 40 52 0 0 4 1 1
"6347" 56 0 1 4 33000 40 52 0 0 3 1 1
"6348" 36 0 0 12 22000 50 52 0 0 2 1 1
"6349" 57 0 0 12 24000 60 50 0 0 4 1 1
"6350" 40 0 0 16 90000 40 52 0 0 1 1 1
"6351" 34 0 0 18 50000 40 52 0 0 3 1 1
"6352" 33 0 0 13 32000 40 52 0 0 1 1 1
"6353" 29 0 0 12 90000 40 52 0 0 3 1 1
"6354" 69 0 0 13 75000 40 52 0 0 4 1 1
"6355" 53 0 1 18 30000 40 52 0 0 4 1 1
"6356" 54 0 0 13 85000 40 52 1 0 2 1 1
"6357" 23 0 0 12 40000 40 52 1 0 1 1 7
"6358" 36 0 0 16 142523 50 52 0 0 2 1 1
"6359" 58 0 0 16 26000 40 52 0 0 3 1 1
"6360" 37 0 1 13 39000 40 52 0 0 4 1 4
"6361" 47 0 0 11 48000 40 52 0 0 4 1 1
"6362" 62 0 0 12 13000 60 52 0 0 1 1 1
"6363" 40 0 0 12 75000 40 52 0 0 1 1 1
"6364" 60 0 0 16 1e+05 50 52 0 0 2 1 1
"6365" 43 0 0 16 26000 50 52 0 0 3 1 1
"6366" 40 0 0 16 75000 50 52 0 0 3 1 1
"6367" 51 0 0 13 87000 40 52 0 0 4 1 1
"6368" 50 0 0 20 148000 50 52 0 0 2 1 1
"6369" 43 0 1 9 32000 40 52 0 0 4 1 5
"6370" 32 0 0 12 26000 40 52 0 0 2 1 1
"6371" 27 0 1 13 39100 55 52 0 0 4 1 1
"6372" 42 0 1 16 28000 40 52 0 0 1 1 5
"6373" 54 0 0 12 66500 55 51 0 0 1 1 1
"6374" 59 0 0 12 40000 40 52 0 0 2 1 5
"6375" 32 0 0 14 30000 40 52 0 0 3 1 1
"6376" 29 0 0 20 57000 40 52 0 0 3 1 1
"6377" 29 0 0 16 1e+05 60 52 0 0 3 1 7
"6378" 24 0 0 14 26000 40 52 0 0 2 1 7
"6379" 45 0 0 16 389599 40 52 0 0 2 1 1
"6380" 48 0 0 12 110000 40 52 0 0 3 1 1
"6381" 49 0 0 16 130000 40 52 0 0 4 1 1
"6382" 40 0 0 16 71200 48 52 0 0 3 1 1
"6383" 44 0 0 14 43000 65 52 0 0 2 1 5
"6384" 44 0 0 12 34500 40 52 0 0 2 1 1
"6385" 48 0 0 16 18000 50 52 0 0 3 1 5
"6386" 34 0 0 13 62700 40 52 0 0 3 1 1
"6387" 23 0 0 12 30000 40 52 0 0 4 1 7
"6388" 32 0 1 9 36000 40 52 0 0 4 1 1
"6389" 20 0 0 12 28000 40 52 0 0 1 1 7
"6390" 45 0 0 16 389599 55 52 0 0 1 1 1
"6391" 64 0 0 18 50000 40 52 0 0 3 1 1
"6392" 54 0 0 13 36000 40 52 0 0 3 1 1
"6393" 31 0 0 16 48000 40 52 0 0 3 1 1
"6394" 42 0 0 12 45000 40 52 0 0 3 1 1
"6395" 64 0 0 12 65000 40 52 0 0 4 1 4
"6396" 60 0 0 12 24414 38 52 1 0 1 1 1
"6397" 30 0 0 16 53000 50 52 0 0 2 1 1
"6398" 40 0 0 12 23000 40 52 0 0 3 1 1
"6399" 56 0 1 16 120000 40 52 0 0 4 1 5
"6400" 46 0 0 14 42000 40 52 0 0 1 1 1
"6401" 24 0 1 12 20000 40 52 0 0 3 1 6
"6402" 36 0 1 13 30000 40 52 0 0 4 1 1
"6403" 50 0 0 16 80000 50 52 0 0 4 1 1
"6404" 36 0 0 13 46191 42 52 0 0 1 1 1
"6405" 35 0 0 14 37000 48 52 0 0 1 1 1
"6406" 42 0 0 13 49000 40 52 0 0 3 1 1
"6407" 42 0 0 18 46000 40 52 0 0 3 1 5
"6408" 64 0 0 13 110000 45 52 0 0 4 1 1
"6409" 33 0 0 12 30000 45 52 0 0 3 1 7
"6410" 28 0 0 14 52000 50 52 0 0 3 1 7
"6411" 36 0 0 16 19500 40 52 0 0 1 1 7
"6412" 43 0 1 11 15000 40 52 0 0 4 1 1
"6413" 36 0 1 16 43000 40 52 0 0 1 1 7
"6414" 50 0 0 16 80000 40 52 0 0 4 1 1
"6415" 27 0 0 12 35000 40 52 0 0 3 1 3
"6416" 37 0 0 13 46000 40 52 0 0 4 1 1
"6417" 43 0 0 20 135000 60 52 0 0 3 1 1
"6418" 26 0 0 10 60000 48 52 0 0 3 1 7
"6419" 45 0 0 13 50000 40 52 0 0 3 1 5
"6420" 27 0 0 16 75500 50 52 0 0 2 1 1
"6421" 39 0 1 8 45000 55 52 0 0 2 1 1
"6422" 56 0 0 13 90000 40 52 0 0 4 1 1
"6423" 48 0 0 12 60000 55 52 0 0 1 1 1
"6424" 53 0 0 11 70000 40 52 0 0 3 1 1
"6425" 37 0 0 16 44000 45 52 0 0 2 1 1
"6426" 25 0 0 14 30000 40 52 1 0 1 1 1
"6427" 44 0 0 16 1e+05 40 52 0 0 4 1 1
"6428" 60 0 0 14 80000 40 52 0 0 2 1 1
"6429" 40 0 0 16 70000 50 52 0 0 4 1 1
"6430" 70 0 0 13 22000 54 52 0 0 2 1 5
"6431" 47 0 0 18 167946 50 52 0 0 2 1 1
"6432" 54 0 0 12 75000 50 52 0 0 4 1 1
"6433" 21 0 1 12 13000 36 52 0 0 3 1 7
"6434" 42 0 1 4 15000 40 52 0 0 3 1 1
"6435" 31 0 0 12 89000 99 52 0 0 3 1 1
"6436" 47 0 0 18 5000 45 52 0 0 2 1 1
"6437" 37 0 0 13 95000 40 52 0 0 3 1 5
"6438" 28 0 0 13 35000 40 52 0 0 3 1 7
"6439" 26 0 0 16 25000 40 52 0 0 2 1 1
"6440" 57 0 0 14 40000 40 52 1 0 2 1 1
"6441" 36 0 0 16 27700 45 50 0 0 3 1 1
"6442" 26 0 1 6 15000 40 52 0 0 4 1 7
"6443" 43 0 0 20 389599 52 50 0 0 4 1 1
"6444" 48 0 0 14 50000 50 52 0 0 3 1 1
"6445" 42 0 0 13 32000 40 52 0 0 2 1 1
"6446" 44 0 0 16 94000 50 52 0 0 3 1 7
"6447" 33 0 1 8 19000 40 52 0 0 4 1 1
"6448" 37 0 0 18 60000 40 52 0 0 4 1 1
"6449" 23 0 0 16 29700 40 52 0 0 3 1 1
"6450" 39 0 0 14 55000 45 52 0 0 1 1 1
"6451" 44 0 0 12 35000 40 52 0 0 3 1 1
"6452" 51 0 0 12 389599 60 52 0 0 2 1 1
"6453" 56 0 0 14 17000 43 52 0 0 4 1 1
"6454" 49 0 0 13 25000 40 52 0 0 3 1 5
"6455" 45 0 0 13 44000 40 52 0 0 4 1 1
"6456" 45 0 0 14 91700 55 52 0 0 2 1 1
"6457" 35 0 0 12 30000 45 52 0 0 2 1 1
"6458" 56 0 0 16 20000 40 50 0 0 4 1 1
"6459" 45 0 0 12 54000 40 52 0 0 3 1 1
"6460" 41 0 0 16 57500 42 52 0 0 2 1 5
"6461" 25 0 0 12 22000 40 52 0 0 3 1 1
"6462" 48 0 0 16 25000 40 52 0 0 2 1 1
"6463" 52 0 0 12 57200 40 52 0 0 3 1 1
"6464" 33 0 0 12 55000 40 52 0 0 2 1 5
"6465" 60 0 1 6 27000 40 52 0 0 4 1 1
"6466" 50 0 0 13 56000 40 52 0 0 1 1 1
"6467" 54 0 0 16 60000 38 52 0 0 3 1 1
"6468" 44 0 1 9 30000 52 52 0 0 4 1 1
"6469" 57 0 0 12 41000 40 52 0 0 3 1 1
"6470" 30 0 0 16 80000 65 52 0 0 2 1 1
"6471" 46 0 0 12 16000 40 52 0 0 3 1 1
"6472" 52 0 0 12 60000 60 52 0 0 3 1 1
"6473" 39 0 0 13 51002 50 52 0 0 2 1 1
"6474" 42 0 0 12 24500 40 52 0 0 1 1 1
"6475" 46 0 0 14 40000 50 52 0 0 2 1 1
"6476" 28 0 0 13 50000 40 52 0 0 3 1 1
"6477" 28 0 0 13 30000 50 52 0 0 4 1 1
"6478" 63 0 0 16 112000 40 52 1 0 4 1 3
"6479" 43 0 0 12 43000 45 52 0 0 2 1 3
"6480" 35 0 0 13 58000 48 52 0 0 4 1 1
"6481" 38 0 0 12 28000 38 52 0 0 2 1 7
"6482" 58 0 0 16 98000 45 52 0 0 1 1 1
"6483" 43 0 0 12 40000 40 52 0 0 1 1 1
"6484" 62 0 1 18 94000 40 52 0 0 3 1 1
"6485" 60 0 0 18 80000 40 52 0 0 4 1 1
"6486" 36 0 0 12 40000 42 52 0 0 3 1 1
"6487" 28 0 0 16 85000 40 52 0 0 4 1 1
"6488" 42 0 0 13 130000 45 52 0 0 4 1 1
"6489" 55 0 0 16 85000 40 52 0 0 1 1 1
"6490" 75 0 0 13 12000 40 52 0 0 4 1 1
"6491" 20 0 0 12 30000 45 52 0 0 2 1 7
"6492" 48 0 1 12 60000 40 52 0 0 4 1 1
"6493" 48 0 0 13 108000 50 52 0 0 2 1 5
"6494" 42 0 1 6 8840 40 52 0 0 4 1 7
"6495" 54 0 0 12 32500 55 52 0 0 2 1 5
"6496" 62 0 0 18 75000 40 52 0 0 3 1 1
"6497" 46 0 0 16 150000 45 52 0 0 1 1 7
"6498" 46 0 1 12 30000 40 52 0 0 1 1 1
"6499" 43 0 0 16 164000 60 52 0 0 4 1 6
"6500" 42 0 0 20 10000 40 52 0 0 3 1 1
"6501" 50 0 0 16 150000 40 52 0 0 1 1 1
"6502" 40 0 0 16 75000 40 52 0 0 1 1 1
"6503" 40 0 0 16 150000 50 52 0 0 1 1 1
"6504" 45 0 1 0 42000 40 52 0 0 1 1 1
"6505" 38 0 0 12 34000 40 52 0 0 3 1 1
"6506" 42 0 0 16 55000 45 52 0 0 3 1 7
"6507" 57 0 0 16 15000 40 52 0 0 4 1 5
"6508" 34 0 0 14 45000 60 52 0 0 1 1 6
"6509" 39 0 0 20 217946 50 52 0 0 4 1 1
"6510" 49 0 0 13 45000 40 52 0 0 1 1 1
"6511" 38 0 0 13 25000 40 52 0 0 4 1 5
"6512" 32 0 0 16 160000 56 52 1 0 3 1 1
"6513" 41 0 0 12 18000 40 52 0 0 2 1 1
"6514" 62 0 0 12 23014 40 52 1 0 3 1 1
"6515" 49 0 0 20 170000 55 52 0 0 4 1 1
"6516" 49 0 0 16 45000 40 52 0 0 2 1 1
"6517" 31 0 0 12 10000 50 52 0 0 3 1 1
"6518" 54 0 0 18 2e+05 50 52 0 0 3 1 1
"6519" 26 0 1 6 20000 40 52 0 0 4 1 7
"6520" 31 0 0 13 32000 40 52 0 0 4 1 1
"6521" 45 0 0 18 55000 40 52 0 0 3 1 1
"6522" 40 0 0 20 150000 45 52 0 0 4 1 7
"6523" 41 0 0 20 74000 40 52 0 0 3 1 1
"6524" 27 0 0 16 70000 57 52 1 0 3 1 1
"6525" 39 0 1 6 18200 40 52 0 0 4 1 1
"6526" 60 0 0 12 50000 40 52 0 0 1 1 1
"6527" 32 0 1 4 6000 40 52 0 0 4 1 7
"6528" 54 0 0 12 45000 40 52 0 0 2 1 1
"6529" 53 0 0 13 70000 40 52 0 0 4 1 1
"6530" 43 0 0 13 60000 40 52 0 0 3 1 1
"6531" 31 0 0 13 37000 40 52 0 0 2 1 1
"6532" 44 0 0 12 50000 40 52 0 0 3 1 5
"6533" 27 0 0 12 12000 40 52 0 0 2 1 7
"6534" 53 0 0 12 75000 41 52 0 0 4 1 1
"6535" 41 0 0 13 36360 40 52 0 0 2 1 5
"6536" 42 0 0 13 45500 45 52 0 0 2 1 5
"6537" 43 0 0 20 150000 40 52 0 0 2 1 1
"6538" 43 0 1 13 65000 40 52 0 0 4 1 1
"6539" 30 0 1 4 40000 40 52 0 0 4 1 1
"6540" 38 0 1 12 14000 40 52 0 0 1 1 1
"6541" 46 0 0 20 120000 63 52 0 0 2 1 1
"6542" 28 0 0 14 35000 40 52 0 0 2 1 7
"6543" 49 0 0 16 2e+05 65 52 0 0 1 1 7
"6544" 39 0 0 13 48000 45 52 0 0 3 1 1
"6545" 63 0 0 16 111000 40 52 0 0 4 1 5
"6546" 39 0 0 16 75000 45 52 0 0 1 1 1
"6547" 67 0 0 13 30000 40 52 0 0 2 1 1
"6548" 44 0 0 12 48000 50 52 0 0 3 1 1
"6549" 39 0 0 13 117000 40 52 0 0 3 1 1
"6550" 42 0 0 13 50000 40 52 0 0 3 1 1
"6551" 54 0 0 12 33000 40 52 0 0 1 1 1
"6552" 27 0 1 12 23400 40 52 0 0 3 1 1
"6553" 25 0 1 13 55000 40 52 0 0 4 1 1
"6554" 45 0 0 16 56000 43 52 0 0 2 1 7
"6555" 35 0 0 13 24000 40 52 0 0 2 1 1
"6556" 29 0 0 13 33000 45 52 0 0 4 1 1
"6557" 50 0 0 16 80000 40 52 1 0 4 1 1
"6558" 52 0 0 14 65000 50 52 0 0 3 1 1
"6559" 28 0 0 13 22000 50 52 0 0 1 1 5
"6560" 29 0 0 13 52000 40 52 0 0 3 1 1
"6561" 30 0 0 12 46000 40 52 0 0 1 1 1
"6562" 40 0 0 16 20000 55 52 0 0 3 1 1
"6563" 51 0 0 16 72000 60 52 0 0 3 1 5
"6564" 37 0 0 13 25000 40 52 0 0 2 1 5
"6565" 49 0 0 13 28000 50 52 0 0 4 1 1
"6566" 25 0 1 13 38400 40 52 1 0 4 1 7
"6567" 64 0 0 13 115000 40 52 0 0 1 1 1
"6568" 24 0 1 10 40000 40 52 0 0 3 1 1
"6569" 41 0 0 20 80000 40 52 0 0 1 1 1
"6570" 58 0 0 13 18000 50 52 0 0 4 1 1
"6571" 37 0 0 12 46000 40 52 0 0 4 1 1
"6572" 43 0 0 16 72000 40 52 0 0 4 1 1
"6573" 50 0 0 20 167000 70 52 0 0 1 1 1
"6574" 39 0 0 13 45000 40 52 0 0 1 1 1
"6575" 37 0 1 16 14000 40 52 0 0 2 1 1
"6576" 50 0 0 12 48000 40 52 0 0 4 1 5
"6577" 45 0 0 16 60000 40 52 0 0 4 1 1
"6578" 55 0 0 12 30000 45 52 0 0 2 1 1
"6579" 30 0 0 13 124000 60 52 0 0 4 1 1
"6580" 38 0 1 6 25000 40 52 0 0 4 1 1
"6581" 35 0 0 12 40000 40 52 0 0 3 1 1
"6582" 45 0 0 12 50000 40 52 0 0 1 1 5
"6583" 65 0 0 20 170000 40 52 0 0 1 1 1
"6584" 48 0 0 12 74591 46 52 0 0 4 1 5
"6585" 47 0 1 12 50000 40 52 0 0 4 1 1
"6586" 35 0 0 16 95000 40 52 0 0 3 1 5
"6587" 46 0 0 16 1e+05 55 52 0 0 3 1 1
"6588" 47 0 0 18 80000 40 52 0 0 2 1 1
"6589" 51 0 0 14 45000 40 52 0 0 2 1 1
"6590" 36 0 0 18 1e+05 55 52 0 0 3 1 1
"6591" 44 0 0 16 74000 50 52 0 0 1 1 1
"6592" 54 0 0 13 77000 50 52 0 0 4 1 6
"6593" 29 0 0 14 40000 40 52 0 0 4 1 1
"6594" 31 0 0 14 35000 40 52 0 0 4 1 1
"6595" 61 0 0 12 36000 55 52 0 0 3 1 5
"6596" 31 0 0 16 80000 45 52 0 0 2 1 1
"6597" 26 0 0 13 30000 40 52 0 0 4 1 7
"6598" 24 0 1 13 30000 40 52 0 0 3 1 7
"6599" 35 0 0 16 65000 48 50 0 0 4 1 1
"6600" 57 0 0 12 40000 40 52 0 0 2 1 1
"6601" 31 0 0 18 45000 40 52 0 0 2 1 1
"6602" 33 0 0 18 125000 40 52 0 0 4 1 1
"6603" 47 0 1 13 49920 40 52 0 0 4 1 7
"6604" 49 0 0 16 63000 42 52 0 0 1 1 1
"6605" 26 0 1 11 10000 40 52 0 0 4 1 7
"6606" 28 0 0 18 42000 40 52 0 0 1 1 7
"6607" 22 0 0 13 23000 40 52 0 0 4 1 1
"6608" 31 0 0 13 36000 40 52 0 0 2 1 1
"6609" 53 0 0 12 62503 40 52 0 0 4 1 1
"6610" 23 0 0 13 22000 78 52 0 0 4 1 7
"6611" 45 0 0 18 389599 48 52 0 0 3 1 1
"6612" 40 0 0 18 125000 40 52 0 0 1 1 1
"6613" 32 0 1 14 25000 40 52 0 0 3 1 1
"6614" 28 0 1 10 24000 40 52 0 0 3 1 1
"6615" 34 0 1 12 19000 40 52 0 0 3 1 1
"6616" 37 0 0 13 24000 40 52 0 0 4 1 7
"6617" 49 0 1 18 55000 40 52 1 0 3 1 1
"6618" 44 0 0 13 66000 70 52 0 0 1 1 1
"6619" 32 0 0 13 1730 60 52 0 0 2 1 7
"6620" 56 0 0 16 23900 40 52 0 0 4 1 7
